(Old/New) Family #,Family Name,Looked at?,Relevant?,Use For Inapprox?,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Author Names,Paper Title,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Specificity of Runtime,Time Complexity (Worst Only),Time Encoding,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),"Approx Error ""Size"" (for figures only)",Approximation Factor Class (Mult),Approximation Factor Class (Add),Approximation Type (additive/multiplicative),Parametrized Approximation?,Type of PTAS (if PTAS),Description of Approximation,Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
96,Filtering Problem (Stochastic Processes),0.001,0,0,Filtering Problem (Stochastic Processes),,,,1,0,,,,[https://ieeexplore.ieee.org/abstract/document/6160252  (2011)],,"Liu, Hwang",Stochastic approximation algorithm with application to event-triggered filtering,2011,https://ieeexplore.ieee.org/abstract/document/6160252,,,,,,#VALUE!,,,,,n: number of dimensions in state space,n,,,Word RAM,words,,,,,,,,0,,1,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
96,Filtering Problem (Stochastic Processes),0.001,0,0,Filtering Problem (Stochastic Processes),,,,1,0,,,,[https://www.researchgate.net/profile/Yintang-Yang/publication/267781888_Target_Tracking_Approximation_Algorithms_with_Particle_Filter_Optimization_and_Fault-Tolerant_Analysis_in_Wireless_Sensor_Networks/links/54cda9ce0cf29ca810f89e31/Target-Tracking-Approximation-Algorithms-with-Particle-Filter-Optimization-and-Fault-Tolerant-Analysis-in-Wireless-Sensor-Networks.pdf  (2012)],,"Gao, Yang, Zhou, Zhang, Chai",Target Tracking Approximation Algorithms with Particle Filter Optimization and Fault-Tolerant Analysis in Wireless Sensor Networks,2012,https://www.researchgate.net/profile/Yintang-Yang/publication/267781888_Target_Tracking_Approximation_Algorithms_with_Particle_Filter_Optimization_and_Fault-Tolerant_Analysis_in_Wireless_Sensor_Networks/links/54cda9ce0cf29ca810f89e31/Target-Tracking-Approximation-Algorithms-with-Particle-Filter-Optimization-and-Fault-Tolerant-Analysis-in-Wireless-Sensor-Networks.pdf,,,,,,#VALUE!,,,,,n: number of dimensions in state space,n,,,Word RAM,words,,,,,,,,0,,1,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
96,Filtering Problem (Stochastic Processes),0.001,0,0,Filtering Problem (Stochastic Processes),,,,1,0,,,,[https://ieeexplore.ieee.org/abstract/document/6906271  (2014)],,"Lee, Liu, Hwang",Markov Chain Approximation Algorithm for Event-Based State Estimation,2014,https://ieeexplore.ieee.org/abstract/document/6906271,,,,,,#VALUE!,,,,,n: number of dimensions in state space,n,,,Word RAM,words,,,,,,,,0,,1,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
98,The Set-Covering Problem,1,1,1,Unweighted Set-Covering,,,,1,0,$O(dn)$,,,[https://dl.acm.org/doi/pdf/10.1145/800125.804034 Johnson ( + bucket queue) (1974)],Johnson ( + bucket queue),Johnson,Approximation Algorithms for Combinatorial Problems,1974,https://dl.acm.org/doi/pdf/10.1145/800125.804034,,,,1,0,5,"n: 5,
d: 3",3,$O(dn)$,20,"U: number of elements in the universe
d: size of the largest set in S
n: number of sets in S",n,https://dl.acm.org/doi/pdf/10.1145/800125.804034,0,Word RAM,words,3,"d: 3,
n: 3,
U: 3",O(dn),"Derived -- worst case, updating each set in S to be something else and we don't want to change the input",1,0,,0,,1,"min(1 + ln d, ln U - ln(ln U) + \Theta(1))",2.6,6,0,multiplicative,no,n/a,factor off from minimum,1,0,,0,0,http://dl.acm.org/citation.cfm?id=237991,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,1,1,1,Weighted Set-Covering,767,,,1,0,$O(dn)$,,,[https://www.jstor.org/stable/3689577#metadata_info_tab_contents Chvatal greedy heuristic ( + bucket queue) (1979)],Chvatal greedy heuristic ( + bucket queue),Chvatal,A Greedy Heuristic for the Set-Covering Problem,1979,https://www.jstor.org/stable/3689577#metadata_info_tab_contents,,,,1,0,5,"n: 5,
d: 3",3,$O(dn)$,20,"U: number of elements in the universe
d: size of the largest set in S
n: number of sets in S",n,https://dl.acm.org/doi/pdf/10.1145/800125.804034,0,Word RAM,words,3,"d: 3,
n: 3,
U: 3",O(dn),"Derived -- worst case, updating each set in S to be something else and we don't want to change the input",1,0,,0,,1,"min(1 + ln d, ln U - ln(ln U) + \Theta(1))",2.6,6,0,multiplicative,no,n/a,factor off from minimum weight,1,0,,0,0,http://dl.acm.org/citation.cfm?id=237991,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,1,1,1,Unweighted Set-Covering,,,,1,0,O(dn),,,[https://www.sciencedirect.com/science/article/pii/0196677481900201  (1981)],,"Bar-Yehuda, Even",A linear-time approximation algorithm for the weighted vertex cover problem,1981,https://www.sciencedirect.com/science/article/pii/0196677481900201,,,,,,5,"n: 5,
d: 3",3,O(dn),20,"U: number of elements in the universe
d: size of the largest set in S
n: number of sets in S
f: frequency of most frequent element",n,https://www.sciencedirect.com/science/article/pii/0196677481900201,0,Word RAM,words,#VALUE!,,,,,,,0,,1,f,4,8.9,0,multiplicative,no,n/a,factor off from minimum,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,1,1,1,Unweighted Set-Covering,,,,1,0,O((dn)^3),,,[https://epubs.siam.org/doi/abs/10.1137/0211045  (1982)],,Hochbaum,Approximation Algorithms for the Set Covering and Vertex Cover Problems,1982,https://epubs.siam.org/doi/abs/10.1137/0211045,,,,,,7,"n: 7,
d: 6",3,O((dn)^3),60,"U: number of elements in the universe
d: size of the largest set in S
n: number of sets in S
f: frequency of most frequent element",n,https://epubs.siam.org/doi/abs/10.1137/0211045,0,Word RAM,words,#VALUE!,,,,,,,0,,1,f,4,8.9,0,multiplicative,no,n/a,factor off from minimum,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,0.001,1,0,Unweighted Set-Covering,772,,,1,0,O(nlogn),,,[https://dl.acm.org/doi/pdf/10.1145/1150334.1150336 Alon; Moshkovitz & Safra (2006)],Alon; Moshkovitz & Safra,"Alon, Moshkovitz, Safra",Algorithmic Construction of Sets for k-Restrictions,2006,https://dl.acm.org/doi/pdf/10.1145/1150334.1150336,,,,1,4->5,4,n: 4,3,$O(nlogn)$,,"U: number of elements in the universe
d: size of the largest set in S
n: number of sets in S",n,,,,,#VALUE!,,,,,,,0,,0,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,0.001,1,1,Unweighted Set-Covering,,,,1,0,O((nd)^2)?,,,[https://www.ics.uci.edu/~vazirani/book.pdf Vazirani [frequency bound] (2001)],Vazirani [frequency bound],Vazirani,Approximation Algorithms,2001,https://www.ics.uci.edu/~vazirani/book.pdf,,,,1,1->4,7,"n: 7,
d: 5",3,O((nd)^2)?,,"U: number of elements in the universe
d: size of the largest set in S
n: number of sets in S
f: frequency of most frequent element",n,,1,Word RAM,words,3,"d: 3,
n: 3,
U: 3",O(nd)?,"Size of ""hypergraph"" representation",1,0,,0,,1,f,4,8.9,0,multiplicative,no,n/a,factor off from minimum,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,1,1,1,Unweighted Set-Covering; Weighted Set-Covering,766,ILP,,1,0,"O(poly(n, d))",,,[https://www.ics.uci.edu/~vazirani/book.pdf Integer linear program Vazirani (2001)],Integer linear program Vazirani,Vazirani,Approximation Algorithms,2001,https://www.ics.uci.edu/~vazirani/book.pdf,,,,1,1->4,7,n: 7,1,"O(poly(n, d))",400,"U: number of elements in the universe
d: size of the largest set in S
n: number of sets in S",n,,,Word RAM,words,3,"d: 3,
n: 3,
U: 3",O(dn),Size of LP,1,0,,0,,1,\log U,2.6,6,0,multiplicative,no,n/a,factor off from minimum,0,0,,0,0,https://link.springer.com/chapter/10.1007/978-3-662-04565-7_13,,,,,,,,,,,1000000,Inf,,1000000000000,Inf,,1E+18,Inf,,1,,,Combinatorics
98,The Set-Covering Problem,0.001,1,0,,768,,,1,0,$O(dn)$,,,[https://dl.acm.org/doi/10.1145/237814.237991 Greedy Algorithm (1996)],Greedy Algorithm,Slavik,A tight analysis of the greedy algorithm for set cover,1996,https://dl.acm.org/doi/10.1145/237814.237991,,,,1,0,5,"n: 5,
d: 3",3,$O(dn)$,,"U: number of elements in the universe
d: size of the largest set in S
n: number of sets in S",n,https://dl.acm.org/doi/pdf/10.1145/800125.804034,0,Word RAM,words,3,"d: 3,
n: 3,
U: 3",O(dn),"Derived -- worst case, updating each set in S to be something else and we don't want to change the input",1,0,,0,,1,\ln(U) - \ln(\ln(U)) + \Theta(1),2.6,6,0,multiplicative,no,n/a,factor off from minimum,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,1,1,1,"Unweighted Set-Covering, Minimize Overlap",,,,1,0,$O((dn)^2)$,,,[https://dl.acm.org/doi/pdf/10.1145/800125.804034 Johnson (1974)],Johnson,Johnson,Approximation Algorithms for Combinatorial Problems,1974,https://dl.acm.org/doi/pdf/10.1145/800125.804034,,,,,,7,"n: 7,
d: 6",3,$O((dn)^2)$,40,"U: number of elements in the universe
d: size of the largest set in S
n: number of sets in S",n,https://dl.acm.org/doi/pdf/10.1145/800125.804034,0,Word RAM,words,3,"d: 3,
n: 3,
U: 3",O(dn),"Derived -- each iteration requires O(dn) space, can recycle space across iterations",1,0,,0,,1,1 + ln d,2.6,6,0,multiplicative,no,n/a,factor off from minimum,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,1,1,1,Unweighted Set-Covering,,,,1,0,O(Un),,,[https://www.jstor.org/stable/pdf/2584621.pdf  (1995)],,"Afif, Hifi, Paschos, Zissimopoulos",A New Efficient Heuristic For the Minimum Set Covering Problem,1995,https://www.jstor.org/stable/pdf/2584621.pdf,,,,,,5,"n: 5,
U: 3",3,O(Un),1010,"U: number of elements in the universe
d: size of the largest set in S
n: number of sets in S",n,https://www.jstor.org/stable/pdf/2584621.pdf,0,Word RAM,words,#VALUE!,,,,,,,0,,1,1 + ln d,2.6,6,0,multiplicative,no,n/a,factor off from minimum,0,0,,0,0,https://www.proquest.com/docview/304966180?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,1,1,1,Unweighted Set-Covering,,,,1,0,O(poly(nd)),,,[https://www.sciencedirect.com/science/article/pii/0020019093901737  (1993)],,"Goldschmidt, Hochbaum, Yu",A modified greedy heuristic for the Set Covering problem with improved worst case bound,1993,https://www.sciencedirect.com/science/article/pii/0020019093901737,,,,,,7,n: 7,1,O(poly(nd)),400,"U: number of elements in the universe
d: size of the largest set in S
n: number of sets in S",n,,,Word RAM,words,#VALUE!,,,,,,,0,,1,(1 + ln d) - 1/6,2.6,6,0,multiplicative,no,n/a,factor off from minimum,0,0,,0,0,https://www.proquest.com/docview/304966180?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,1,1,1,Unweighted Set-Covering,,,,1,0,O(poly(nd)),,,[https://dl.acm.org/doi/abs/10.5555/313651.313687  (1995)],,Halldorsson,Approximating Discrete Collections via Local Improvements,1995,https://dl.acm.org/doi/abs/10.5555/313651.313687,,,,,,7,n: 7,1,O(poly(nd)),400,"U: number of elements in the universe
d: size of the largest set in S
n: number of sets in S",n,,,Word RAM,words,#VALUE!,,,,,,,0,,1,(1 + ln d) - 11/42,2.6,6,0,multiplicative,no,n/a,factor off from minimum,0,0,,0,0,https://www.proquest.com/docview/304966180?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,1,1,1,Unweighted Set-Covering,,,,1,0,O(poly(nd)),,,[https://dl.acm.org/doi/10.1145/258533.258599  (1997)],,"Duh, Furer",Approximation of k-set cover by semi-local optimization,1997,https://dl.acm.org/doi/10.1145/258533.258599,,,,,,7,n: 7,1,O(poly(nd)),400,"U: number of elements in the universe
d: size of the largest set in S
n: number of sets in S",n,,,Word RAM,words,#VALUE!,,,,,,,0,,1,(1 + ln d) - 1/2,2.6,6,0,multiplicative,no,n/a,factor off from minimum,0,0,,0,0,https://www.proquest.com/docview/304966180?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,1,1,1,Unweighted Set-Covering,,,,1,0,O(poly(nd)),,,[https://link.springer.com/chapter/10.1007/11970125_23  (2006)],,Levin,Approximating the Unweighted k-Set Cover Problem: Greedy Meets Local Search,2006,https://link.springer.com/chapter/10.1007/11970125_23,,,,,,7,n: 7,1,O(poly(nd)),400,"U: number of elements in the universe
d: size of the largest set in S
n: number of sets in S",n,,,Word RAM,words,#VALUE!,,,,,,,0,,1,(1 + ln d) - 196/390,2.6,6,0,multiplicative,no,n/a,factor off from minimum,0,0,,0,0,https://www.proquest.com/docview/304966180?pq-origsite=gscholar&fromopenview=true&sourcetype=Dissertations%20&%20Theses,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,0.001,1,0,Weighted Set-Covering,,,,1,0,,,,"[https://www.cs.cmu.edu/afs/cs.cmu.edu/Web/People/blelloch/papers/BST12.pdf Blelloch, Simhadri, Tangwongsan (2012)]","Blelloch, Simhadri, Tangwongsan","Blelloch, Simhadri, Tangwongsan",Parallel and I/O Efficient Set Covering Algorithms,2012,https://www.cs.cmu.edu/afs/cs.cmu.edu/Web/People/blelloch/papers/BST12.pdf,,,,,,#VALUE!,,,,,"U: number of elements in the universe
d: size of the largest set in S
n: number of sets in S",n,,,Parallel Cache Oblivious model,words,#VALUE!,,,,,,,0,,1,,,,,,,,,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,1,1,1,Weighted Set-Covering,,,,1,0,O((log(nd))^3 (log(nd/eps))^2 eps^(-6)),,,[https://www.sciencedirect.com/science/article/pii/S0022000005800686  (1994)],,"Berger, Rompel, Shor",Efficient NC algorithms for set cover with applications to learning and geometry,1994,https://www.sciencedirect.com/science/article/pii/S0022000005800686,,,,,,2,n: 2,3,O((log(nd))^3 (log(nd/eps))^2 eps^(-6)),5,"U: number of elements in the universe
d: size of the largest set in S
n: number of sets in S
eps: approximation factor; 0 < eps < 1",n,https://www.sciencedirect.com/science/article/pii/S0022000005800686,0,CREW PRAM?,words,#VALUE!,,,,,,,1,Monte Carlo,1,(1+eps)(1 + ln d),2.6,6,0,multiplicative,yes,n/a,factor off from minimum,0,1,O(nd),0,0,https://www.cs.cmu.edu/afs/cs.cmu.edu/Web/People/blelloch/papers/BST12.pdf,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,1,1,1,Weighted Set-Covering,,,,1,0,O((log(nd))^3),,,"[https://dl.acm.org/doi/abs/10.1145/1989493.1989497 Blelloch, Peng, Tangwongsan (2011)]","Blelloch, Peng, Tangwongsan","Blelloch, Peng, Tangwongsan",Linear-work greedy parallel approximate set cover and variants,2011,https://dl.acm.org/doi/abs/10.1145/1989493.1989497,,,,,,2,n: 2,3,O((log(nd))^3),3,"U: number of elements in the universe
d: size of the largest set in S
n: number of sets in S
eps: approximation factor",n,https://dl.acm.org/doi/abs/10.1145/1989493.1989497,0,CREW PRAM,words,#VALUE!,,,,,,,0,,1,(1+eps)(1 + ln U),2.6,6,0,multiplicative,yes,n/a,factor off from minimum,0,1,O(nd)?,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,1,1,1,Weighted Set-Covering,,,,1,0,O(f (log U)^2 log(1/eps)),,,[https://arxiv.org/abs/cs/0205037  (1994)],,"Khuller, Vishkin, Young",A Primal-Dual Parallel Approximation Technique Applied to Weighted Set and Vertex Cover,1994,https://arxiv.org/abs/cs/0205037,,,,,,4,n: 4,3,O(f (log U)^2 log(1/eps)),12,"U: number of elements in the universe
d: size of the largest set in S
n: number of sets in S
f: frequency of most frequent element
eps: approximation factor",n,https://arxiv.org/abs/cs/0205037,0,Word RAM,words,#VALUE!,,,,,,,0,,1,f/(1-eps),4,8.9,0,multiplicative,yes,n/a,factor off from minimum,0,1,O(nd/(log U)),0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,0.001,1,0,Weighted Set-Covering,,,,1,0,,,,"[https://dl.acm.org/doi/abs/10.1145/1582716.1582746 Koufogiannakis, Young (2009)]","Koufogiannakis, Young","Koufogiannakis, Young",Distributed and parallel algorithms for weighted vertex cover and other covering problems,2009,https://dl.acm.org/doi/abs/10.1145/1582716.1582746,,,,,,#VALUE!,,,,,"U: number of elements in the universe
d: size of the largest set in S
n: number of sets in S",n,,,CREW PRAM,words,#VALUE!,,,,,,,0,,1,,,,,,,,,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,1,1,1,Unweighted Set-Covering,,,,1,0,O((log(nd))^3),,,"[https://epubs.siam.org/doi/abs/10.1137/S0097539793260763 Rajagopalan, Vazirani (1998)]","Rajagopalan, Vazirani","Rajagopalan, Vazirani",Primal-Dual RNC Approximation Algorithms for Set Cover and Covering Integer Programs,1998,https://epubs.siam.org/doi/abs/10.1137/S0097539793260763,,,,,,2,n: 2,3,O((log(nd))^3),3,"U: number of elements in the universe
d: size of the largest set in S
n: number of sets in S",n,https://epubs.siam.org/doi/abs/10.1137/S0097539793260763,0,CREW PRAM,words,#VALUE!,,,,,,,1,Las Vegas,1,16(ln(U)+1),4,6,0,multiplicative,no,n/a,factor off from minimum,0,1,O(nd)?,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,0.001,0,0,Weighted Set-Covering with Small Neighborhood Property,,,,1,0,,,,"[https://arxiv.org/abs/2202.03872 Ran, Zhang, Zhang (2022)]","Ran, Zhang, Zhang","Ran, Zhang, Zhang",A parallel algorithm for minimum weight set cover with small neighborhood property,2022,https://arxiv.org/abs/2202.03872,,,,,,#VALUE!,,,,,"U: number of elements in the universe
d: size of the largest set in S
n: number of sets in S",n,,,CREW PRAM,words,#VALUE!,,,,,,,0,,1,,,,,,,,,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,1,1,1,Unweighted Set-Covering,,,,1,0,"O(poly(n, d))",,,[https://www.sciencedirect.com/science/article/pii/S0304397514002515  (2014)],,"Ouali, Fohlin, Srivastav",A randomised approximation algorithm for the hitting set problem,2014,https://www.sciencedirect.com/science/article/pii/S0304397514002515,,,,,,7,n: 7,1,"O(poly(n, d))",400,"U: number of elements in the universe
d: size of the largest set in S
n: number of sets in S",n,,,Word RAM,words,#VALUE!,,,,,,,1,Monte Carlo?,1,d*(1-(d-1)/n)?,4,9,0,multiplicative,no,n/a,factor off from minimum,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,0.001,0,0,Geometric Set Cover (Line Segments),,,,1,0,,,,"[https://www.sciencedirect.com/science/article/pii/S0166218X11004768 Brimkov, Leach, Wu, Mastroianni (2012)]","Brimkov, Leach, Wu, Mastroianni","Brimkov, Leach, Wu, Mastroianni",Approximation algorithms for a geometric set cover problem,2012,https://www.sciencedirect.com/science/article/pii/S0166218X11004768,,,,,,#VALUE!,,,,,"U: number of elements in the universe
d: size of the largest set in S
n: number of sets in S",n,,,Word RAM,words,#VALUE!,,,,,,,0,,1,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,0.001,0,0,"Geometric Set Cover (""Fat objects"")",,,,1,0,,,,[https://dl.acm.org/doi/abs/10.1145/1064092.1064115  (2005)],,"Clarkson, Varadarajan",Improved approximation algorithms for geometric set cover,2005,https://dl.acm.org/doi/abs/10.1145/1064092.1064115,,,,,,#VALUE!,,,,,"U: number of elements in the universe
d: size of the largest set in S
n: number of sets in S",n,,,Word RAM,words,#VALUE!,,,,,,,0,,1,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,0.001,0,0,Covering Linear Programming,,,,1,0,,,,[https://dl.acm.org/doi/pdf/10.1145/225058.225138  (1995)],,Srinivasan,Improved Approximations of Packing and Covering Problems,1995,https://dl.acm.org/doi/pdf/10.1145/225058.225138,,,,,,#VALUE!,,,,,"U: number of elements in the universe
d: size of the largest set in S
n: number of sets in S",n,,,Word RAM,words,#VALUE!,,,,,,,0,,1,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,0.001,0,0,Covering Linear Programming,,,,1,0,,,,[https://www.sciencedirect.com/science/article/pii/S0022000005000656  (2005)],,"Kolliopoulos, Young",Approximation algorithms for covering/packing integer programs,2005,https://www.sciencedirect.com/science/article/pii/S0022000005000656,,,,,,#VALUE!,,,,,"U: number of elements in the universe
d: size of the largest set in S
n: number of sets in S",n,,,Word RAM,words,#VALUE!,,,,,,,0,,1,,,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,0.001,0,0,Partial Set Cover,,,,1,0,,,,"[https://www.sciencedirect.com/science/article/abs/pii/S0096300321004471 Ran, Zhang, Zhang (2021)]","Ran, Zhang, Zhang","Ran, Zhang, Zhang",Parallel approximation for partial set cover,2021,https://www.sciencedirect.com/science/article/abs/pii/S0096300321004471,,,,,,#VALUE!,,,,,"U: number of elements in the universe
d: size of the largest set in S
n: number of sets in S",n,,,Word RAM,words,#VALUE!,,,,,,,0,,1,,,,,,,,,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
98,The Set-Covering Problem,0.001,0,0,Partial Set Cover,,,,1,0,,,,"[https://link.springer.com/chapter/10.1007/3-540-48224-5_19 Gandhi, Khuller, Srinivasan (2001)]","Gandhi, Khuller, Srinivasan","Gandhi, Khuller, Srinivasan",Approximation Algorithms for Partial Covering Problems,2001,https://link.springer.com/chapter/10.1007/3-540-48224-5_19,,,,,,#VALUE!,,,,,"U: number of elements in the universe
d: size of the largest set in S
n: number of sets in S",n,,,Word RAM,words,#VALUE!,,,,,,,0,,1,,,,,,,,,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics
99,Motif Search,0.001,1,0,Motif Search,784,,,1,0,O(nm),,,"[https://www.ncbi.nlm.nih.gov/pubmed/2184437 Lawrence, Reilly (1990)]","Lawrence, Reilly","Lawrence, Reilly",An expectation maximization (EM) algorithm for the identification and characterization of common sites in unaligned biopolymer sequences,1990,https://www.ncbi.nlm.nih.gov/pubmed/2184437,,,,0,0,3,"n: 3,
m: 3,
mn: 3",3,O(nm),10,"n: number of sequences
m: length of sequences",mn,,,Word RAM,words,3,"n: 3,
m: 3,
mn: 3",O(nm),https://www.ncbi.nlm.nih.gov/pubmed/2184437,0,1,,0,,1,(no theoretical guarantees?),,,,,,,,0,0,,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2966288/,,,,m=n= (value/2),,,,,,,250000,4,,250000000000,4,,2.5E+17,4,,4,,,Bioinformatics
99,Motif Search,0.001,1,0,Motif Search,785,,,1,0,O(nm),,,[https://science.sciencemag.org/content/262/5131/208 Lawrence Gibbs Sampling (1993)],Lawrence Gibbs Sampling,"Lawrence, Altschul, Boguski, Liu, Neuwald, Wootton",Detecting Subtle Sequence Signals: a Gibbs Sampling Strategy for Multiple Alignment,1993,https://science.sciencemag.org/content/262/5131/208,,,,0,0,3,"n: 3,
m: 3,
mn: 3",3,O(nm),10,"n: number of sequences
m: length of sequences",mn,,,Word RAM,words,2.5,"n: 3,
m: 3,
mn: 2.5",O(n + m),"derived: two data structures, one uses O(n) and one uses O(m)",1,0,,0,,1,(no theoretical guarantees?),,,,,,,,0,0,,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2966288/,,,,,,,,,,,,,,,,,,,,4,,,Bioinformatics
99,Motif Search,0.001,1,0,Motif Search,787,,,1,0,O(nm),,,[https://www.ncbi.nlm.nih.gov/pubmed/12015892 MotifSampler  (2001)],MotifSampler ,"Thijs, Marchal, Lescot, Rombauts, De Moor, Rouze, Moreau",A Gibbs sampling method to detect overrepresented motifs in the upstream regions of coexpressed genes,2001,https://www.ncbi.nlm.nih.gov/pubmed/12015892,,,,0,0,3,"n: 3,
m: 3,
mn: 3",3,O(nm),10,"n: number of sequences
m: length of sequences",mn,,,Word RAM,words,2.5,"n: 3,
m: 3,
mn: 2.5",O(n + m),derived: essentially just modified Gibbs sampling,1,0,,0,,1,(no theoretical guarantees?),,,,,,,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,4,,,Bioinformatics
99,Motif Search,0.001,1,0,Motif Search,786,,,1,0,O(nm),,,[https://www.ncbi.nlm.nih.gov/pubmed/9788350 Roth AlignACE (1998)],Roth AlignACE,"Roth, Hughes, Estep, Church",Finding DNA regulatory motifs within unaligned noncoding sequences clustered by whole-genome mRNA quantitation,1998,https://www.ncbi.nlm.nih.gov/pubmed/9788350,,,,0,0,3,"n: 3,
m: 3,
mn: 3",3,$O(nm)$,,"n: number of sequences
m: length of sequences",mn,,,Word RAM,words,2,"n: 3,
m: 3,
mn: 2",O(n + m),derived: essentially just modified Gibbs sampling,1,0,,0,,1,(no theoretical guarantees?),,,,,,,,0,0,,0,0,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2966288/,,,,,,,,,,,,,,,,,,,,4,,,Bioinformatics
99,Motif Search,0.001,0,0,Closest Substring,,,,1,0,O(poly(n)),,,[https://arxiv.org/abs/cs/0002012  (2000)],,"Li, Ma, Wang",On The Closest String and Substring Problems,2000,https://arxiv.org/abs/cs/0002012,,,,0,0,7,mn: 7,1,O(poly(n)),400,"n: number of sequences
m: length of sequences",mn,,,Word RAM,words,#VALUE!,,,,,,,0,,1,1+delta,1,2,0,multiplicative,yes,PTAS?,Factor off from optimal distances to each string,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,4,,,Bioinformatics
